;Auzeville_PP_2011_M13;Auzeville_PP_2011_M14;Auzeville_PP_2011_M15;Auzeville_PP_2011_M16;Auzeville_SGs_2007_M36;Auzeville_SGs_2007_M37;Auzeville_SGs_2007_M38;Auzeville_SGs_2007_M39;Auzeville_SGs_2007_M40;Auzeville_SGs_2007_M42;Auzeville_SGs_2007_M44;Auzeville_SGs_2007_M45;Auzeville_SGs_2007_M47;Auzeville_SGs_2007_M50;Auzeville_TE_2006_M10;Auzeville_TE_2006_M8;Auzeville_TE_2006_M9;Auzeville_TO_2013_M36;Auzeville_TO_2013_M37;Auzeville_TO_2013_M39;Auzeville_TO_2013_M40;Auzeville_TO_2013_M45;Auzeville_TO_2013_M47;Auzeville_TO_2013_M48;Auzeville_TO_2013_M51;Auzeville_TO_2013_M53;Auzeville_TO_2013_M57;Auzeville_TO_2013_M58;Auzeville_TO_2013_M63;Auzeville_TO_2013_M64;Auzeville_ZN_2012_M23;Auzeville_ZN_2012_M24;Auzeville_ZN_2012_M25;Auzeville_ZN_2012_M26;Auzeville_ZN_2012_M27;Auzeville_ZN_2012_M28;Auzeville_ZN_2012_M29;Auzeville_ZN_2012_M30;Auzeville_ZN_2012_M31;Auzeville_ZN_2012_M32;Auzeville_ZN_2012_M33;Auzeville_ZN_2012_M34;Auzeville_ZN_2012_M35;Auzeville_ZN_2012_M36;Auzeville_ZN_2012_M37;Auzeville_ZN_2012_M38;Auzeville_ZN_2012_M39;Auzeville_ZN_2012_M40;Auzeville_cochard_2010_M21;Auzeville_cochard_2010_M22;Auzeville_cochard_2010_M23;Auzeville_cochard_2010_M24;Auzeville_cochard_2010_M25;Auzeville_cochard_2010_M26;Auzeville_cochard_2010_M27;Auzeville_cochard_2010_M28;Auzeville_cochard_2010_M29;Auzeville_cochard_2010_M30;Auzeville_cochard_2010_M31;Auzeville_cochard_2010_M32;Auzeville_cochard_2010_M33;Auzeville_cochard_2010_M34;Auzeville_cochard_2010_M35;Auzeville_cochard_2010_M36;Auzeville_cochard_2010_M37;Auzeville_cochard_2010_M38;Auzeville_cochard_2010_M39;Auzeville_cochard_2010_M40
3;0.008671552583188104;0.00757613410115766;0.0038431583763571062;0.007902506643320314;0.00028687748640765845;0.00042664824311315;0.0005539672713526238;0.0005265368932906714;0.00036540781625934136;0.00036489592411395773;0.00021788859818457215;0.0005394601631060268;0.000642128515698459;0.00034167258839516853;0.002453488908796127;0.004319744869432596;0.003778388140164313;0.0017446122106018125;0.0004115304968307957;0.0019432313011592843;0.0009284349632405686;0.0012248000558027854;0.000875292762696156;0.00907358908858186;0.0015966817993842818;0.0035916317849380725;0.0013656815547198036;0.0019594277304368643;0.0014125100444719037;0.0016864778476095316;0.001637563007117331;0.0013576887056738966;0.0034385411524015287;0.003049941467115724;0.0038381531100532083;0.0018471391464109348;0.0012819901250351777;0.0015407813176240895;0.002989864087482058;0.0003056205892418034;0.0005003919754746505;0.0012558746677758387;0.0014263373003919528;0.0017939059462022833;0.0009331026149921101;0.0014766233979867072;0.0017279508142094692;0.0037366891750185783;0.006040650697376242;0.011295029230670914;0.009615663654805668;0.005904050112659811;0.00993676555339467;0.013822757181708875;0.013747216141653109;0.007025931045856642;0.008530486587462343;0.016575100782221547;0.011428498042677936;0.00877086180074605;0.006329109663931713;0.011737556732064187;0.012545959737550155;0.005536245539209603;0.0008687107253145892;0.0010353576112831211;0.001361582152840616;0.0011029580456138376
4;0.008655771482329908;0.007592864713068696;0.003749491595129115;0.007858624884565825;0.000237299952974305;0.0004105308561999342;0.0005326431025592748;0.0004786379855379814;0.0003415650767350875;0.0003393918385652679;0.0001933395072620705;0.0005150748604183298;0.0006081458531019268;0.00029363585839536194;0.002220129846515701;0.004102877133443704;0.0036003002731770355;0.0014822416448297482;0.0002422819938329105;0.0017855304135976644;0.0007048478335834373;0.0009778277390639469;0.0007106618542420699;0.009040644429903037;0.0012969072485480345;0.00346048021752109;0.0013039414099475666;0.001890478465930696;0.0012809617933519368;0.0016062542683408189;0.0016055019097685197;0.0011940192854403902;0.0033635238403222512;0.0029562209434622153;0.0037397647796982257;0.0017921458527823146;0.0012207740076741313;0.0015072326055294684;0.0027812122176318396;0.00026587851897597286;0.00048133342642175427;0.0012600723796685883;0.0013911234099849021;0.001780086270903058;0.0009142493141621713;0.0014840370660752803;0.001700422445893161;0.0037342023281984396;0.005976312406801205;0.011150604286120573;0.009590390190072295;0.005864647770978285;0.009879402460445684;0.013752084881430982;0.013809004026048753;0.006905507699730765;0.008411109856952117;0.016514157830081914;0.011220011330625071;0.008556359641626054;0.006190299822851981;0.011607607869884233;0.012484816598250875;0.005394603085519457;0.0008621051951514863;0.0009514482692293716;0.0013090351885570823;0.001085332957844157
5;0.008644073192490963;0.0076052669487154285;0.0036800607213520672;0.00782609622107671;0.0002016687457423751;0.0003989530909002804;0.0005173250608386318;0.00044422400733745227;0.00032443629923672133;0.0003210692466260104;0.00017570030653365435;0.0004975574886324947;0.0005837335121615852;0.0002591164857791179;0.002044145498745188;0.003939315927366863;0.003465986045167419;0.0012870827803387087;0.00011662158202575259;0.0016682043646176325;0.0005385946664026491;0.0007941558740466826;0.0005882205368970541;0.009014454382706365;0.001073954966916711;0.0033628957344095083;0.0012580040248185214;0.001839176002401072;0.001183095835965875;0.0015465647228378246;0.0015810005673193364;0.0010689455886853183;0.00330619506869222;0.0028845992751401397;0.0036645758125390497;0.0017501197026435367;0.0011739926395171654;0.001481594437029366;0.00262176155848318;0.00023550828030787147;0.0004667688310418163;0.0012632803320507813;0.0013642127289994763;0.001769525119301527;0.0008998414769079547;0.001489702702583559;0.0016793850219833624;0.0037323018467041273;0.005928205607370153;0.011038103523065411;0.009570703588814684;0.005835185803466838;0.009836510796193305;0.013697034928087111;0.0138571327439483;0.006815466135810751;0.008321850394140837;0.01646668663175349;0.01105760773350959;0.00839597651602763;0.006086511350947427;0.011506383637219314;0.012437189371904765;0.005288697319085191;0.0008571661073287131;0.0008860782769342414;0.0012681015466937933;0.0010721545040815132
6;0.008635216605251073;0.007614656405479099;0.00362749323821987;0.00780146910471588;0.00017546413908913839;0.0003904354696363196;0.0005060557806122958;0.0004189090736713124;0.00031183561584857537;0.00030759048168046586;0.00016272559572801386;0.00048467037352814546;0.0005657742302664285;0.0002337272351075096;0.0019086321744958001;0.003813382935978892;0.003362572323438045;0.0011388865277857704;2.0727748150964256e-05;0.0015791336564681905;0.0004122910158782531;0.0006546498163051149;0.00049522773180389;0.008993229166018558;0.0009046254875818994;0.0032888221170336504;0.0012231334043884328;0.0018002338984809876;0.0011087957978117013;0.0015012546659759572;0.0015618688976797006;0.0009712881108453917;0.003261430409482867;0.0028286743215896262;0.0036058652612523806;0.0017173040560400608;0.0011374642052417467;0.00146157510193351;0.0024972585474488593;0.00021179539167676923;0.0004553962681164178;0.0012657852536006233;0.0013431997862351271;0.0017612784987160578;0.0008885912394315217;0.001494126702775443;0.0016629581034126074;0.003730817862284762;0.005891366631943229;0.010948676733578369;0.00955505437821557;0.005812624729056141;0.00980366572261459;0.013653275026236186;0.013895391643984886;0.006746513774170841;0.008253497339017014;0.016428951062481295;0.01092851476705397;0.008273156099246469;0.0060070311405685875;0.011425920253544372;0.012399329869770992;0.005207595161955753;0.0008533838986023966;0.000834124399735914;0.0012355653341241443;0.0010620626800398698
7;0.00862842882727255;0.007621852589734274;0.0035872052960461698;0.007782594657519772;0.0001560048176948148;0.0003841102961951565;0.0004976872285704223;0.0004001101824035033;0.00030247834614421324;0.0002975811458886587;0.0001530905688809708;0.0004751004137094864;0.0005524376756111775;0.000214873222126012;0.0018029084981329036;0.0037151227688197834;0.003281882448377106;0.0010250947183715487;-5.233053587662623e-05;0.0015107339324321057;0.00031532624174930666;0.0005475409061618053;0.0004238285239964862;0.008975771316082543;0.000774615445161447;0.0032319358821358106;0.0011963541256444204;0.0017703275277254956;0.0010517397947274396;0.0014664584047508877;0.0015467201283614201;0.000893961400177147;0.0032259850164364293;0.002784392010565167;0.003559377275372373;0.0016913200804558968;0.001108540368720129;0.0014457234632880723;0.0023986749198963535;0.00019301917708654378;0.000446391281128031;0.001267768689600538;0.0013265613909755457;0.001754748692582483;0.0008796831169530991;0.0014976296949412039;0.001649951002094174;0.003729642820038837;0.005862718613553343;0.010876667998593229;0.009542453491805644;0.005795079987376731;0.009778123571014742;0.013618038982457364;0.013926197633075746;0.006692892646424586;0.008200342250251152;0.016398565976018534;0.010824564630550634;0.008177644282926062;0.0059452230066075334;0.01136112930972756;0.012368844919451977;0.005144525732573027;0.0008504426437670005;0.0007922828265980219;0.0012093648652850963;0.0010542147249548075
8;0.008623208990897378;0.007627386499284412;0.0035562238806184712;0.007768080126413911;0.00014159403956479164;0.0003794269964066772;0.0004914909617866861;0.0003861903195077265;0.00029554983815218783;0.0002901697862778326;0.00014595600219967603;0.00046801455558597013;0.0005425628588587002;0.0002009115701960295;0.001719973468081712;0.0036380465207744538;0.0032185887114480893;0.0009374684624817789;-0.00010896015010111596;0.001458059129126641;0.00024067303368662495;0.00046506771872305286;0.0003688500683639859;0.00896126726040318;0.0006745057096621682;0.0031881266540811776;0.0011757309460148427;0.00174729602002968;0.0010078011539542114;0.0014396612390867505;0.0015346287271344027;0.0008322355676778342;0.003197693274553482;0.0027490466288197617;0.0035222714855699007;0.0016705801296211208;0.0010854535833360116;0.001433071030405719;0.0023199848544140263;0.00017803093701644146;0.00043920361892246145;0.0012693518015918503;0.0013132809614447571;0.001749536788016974;0.0008725728545319333;0.0015004256630505308;0.0016395690546655989;0.0037287049386955443;0.005840264651942012;0.010818126754688906;0.009532209122111224;0.005781328621347989;0.009758103922439545;0.013589392617491175;0.013951242818245849;0.006650865147679472;0.008158679989474824;0.016373863306812675;0.010740056656340105;0.008102783598550233;0.005896778711869777;0.01130845578913696;0.012344061111105267;0.005095092905621067;0.0008481373227634528;0.0007582716260373336;0.0011880655778212443;0.0010480636042314896
9;0.008619216247719219;0.007631619480978347;0.0035325256084664663;0.007756977706648571;0.00013109929520268475;0.0003760164043319419;0.0004869785584025411;0.0003760532488060594;0.0002905041870955149;0.0002847725012709349;0.00014076028407811756;0.0004628543125348057;0.0005353715713957959;0.00019074401739838489;0.0016549537887814714;0.0035776201225982754;0.0031689675592126362;0.0008703688790465802;-0.00015222300992253322;0.0014177255152787172;0.00018350253438962575;0.0004019107441510898;0.00032674887313499396;0.008949125551709458;0.000597844081032653;0.003154582240949187;0.0011599398634222994;0.0017296609692318832;0.0009741566694561471;0.0014191427388553154;0.0015249468800469044;0.0007828112283734152;0.0031750394713005413;0.0027207448647050617;0.0034925601031348327;0.001653973227776816;0.0010669675773720532;0.0014229399565336021;0.0022569765377741524;0.00016602976074077186;0.0004334483188139582;0.0012706194379749711;0.0013026470420235484;0.0017453634955889516;0.0008668795138185824;0.0015026644634410675;0.0016312559996694651;0.0037279539546596734;0.005822645698838003;0.010770324198865422;0.009523844008930596;0.005770538334523935;0.009742395101107873;0.013566001190609633;0.013971693560801385;0.0066178874273594215;0.008125988859177077;0.01635369215439378;0.01067105042410299;0.008044042665684231;0.005858765926068321;0.01126544463770858;0.012323823689568358;0.0050563044499246715;0.0008463284061409572;0.0007304979678037088;0.001170673096899815;0.0010432370038245542
10;0.008616208522017485;0.007634808179493149;0.00351467380050699;0.007748614279304483;0.0001237257352997012;0.0003736194951435962;0.00048380731628304766;0.0003689295555898949;0.0002869582946603403;0.0002809795163071574;0.00013710919827152404;0.0004592278049188577;0.0005303177326118399;0.00018359961394729491;0.0016043651028901061;0.0035306046168546573;0.003130359180475613;0.000819796154590673;-0.0001848212569522524;0.0013873281408492769;0.00014039756103843056;0.00035430405215482186;0.0002950150228270337;0.008938910120471794;0.0005400602953830741;0.003129302090598269;0.0011480391520596375;0.0017163706338118624;0.000948800354655624;0.0014036792646311864;0.0015172100111705729;0.0007433164252988178;0.003156936577013006;0.0026981286520896194;0.003468817434505042;0.001640702490625319;0.0010521952683190724;0.001414844107974697;0.002206626291838657;0.00015643968920107856;0.00042884920777274717;0.0012716324227411667;0.0012941493675185083;0.0017420285674748896;0.0008623299039551263;0.0015044535183688281;0.0016246129442886049;0.0037273538337972423;0.005808896484259973;0.010731242719205905;0.009517005032784548;0.005762117963443961;0.009730136471094872;0.013546877305368563;0.013988413240219807;0.006592152813655251;0.008100477867927641;0.016337201038586352;0.010614633611663274;0.007998203474165952;0.005829102170645348;0.011230280429475423;0.01230727839217706;0.005026035423099991;0.0008449167897588818;0.0007077910250327356;0.0011564536337518132;0.0010394704991386547
11;0.008614008385188679;0.0076371407000617175;0.003501615393061118;0.007742496480033098;0.00011891526680960548;0.00037205608943277537;0.00048173884370205765;0.00036428281566496055;0.00028464539714930957;0.00027850543485265916;0.00013472754834066157;0.0004568623678601093;0.0005270212777169648;0.0001789390050576504;0.0015656574183577389;0.0034946314989236296;0.0031008186588859857;0.0007828118529128129;-0.00020867061258729273;0.0013650971370257232;0.00010887801787210893;0.0003194912896906394;0.00027180887445772683;0.008930293302751954;0.0004978044772746028;0.003110813189401769;0.0011393354714335814;0.0017066506038766263;0.000930256231894664;0.0013923699393444608;0.0015110740895504654;0.0007119951660130557;0.00314257962044983;0.002680192328376494;0.003449987727585993;0.0016301778156305215;0.0010404797856797283;0.0014084234911706413;0.002166695250197987;0.00014883435306552867;0.0004252017797859043;0.0012724357995354315;0.0012874100765481126;0.0017393837115503297;0.0008587217200126136;0.0015058723803846267;0.0016193444956578429;0.0037268778909533215;0.005798311793174672;0.010699373236791668;0.009511428098834943;0.005755635620767405;0.009720699278862502;0.01353128248255539;0.01400204753311765;0.006572341322245462;0.008080838512075625;0.016323753140436548;0.010568627838993039;0.007962914784874556;0.005806265907563772;0.011201605330554656;0.012293786312314495;0.0050027332256166596;0.0008438300705735126;0.0006892745260016174;0.0011448582255321037;0.0010365708986411534
12;0.00861248701452852;0.007638753608672416;0.003492585513136824;0.00773826607883088;0.00011625729420158219;0.00037119222275700144;0.0004805959002122653;0.0003617152585687058;0.0002833674000406504;0.0002771383760815545;0.00013341157248022463;0.00045555533642485657;0.0005251998105495967;0.0001763638113404073;0.0015369267809726972;0.0034679313542969256;0.00307889298006387;0.0007571950881246018;-0.0002251957232444412;0.0013496977466926734;8.706450322059755e-05;0.0002953831722716273;0.00025573723231296034;0.00892302264489371;0.0004685397578401661;0.0030980055967056996;0.0011333063029862114;0.001699917360783728;0.00091741086671231;0.0013845358122542215;0.001506278497828844;0.0006875164698885317;0.0031313587992033987;0.002666174036812838;0.003435271192589323;0.0016219521620506848;0.0010313234753671838;0.0014034053946546457;0.0021354870483153224;0.00014289054687253088;0.0004223511039448836;0.0012730636886619066;0.0012821429193969145;0.0017373165942646818;0.000855901707545844;0.0015069813098533454;0.0016152268841122634;0.0037265059120765026;0.005790385047615268;0.010673562559059005;0.009506911406592655;0.005750781095906515;0.009713631920481067;0.013518652425779987;0.014013089794135292;0.006557504623426011;0.008066130780524788;0.016312861849667015;0.010531368394147672;0.007936487066440609;0.005789163873913872;0.011178381736658;0.012282859241069477;0.00498528217188067;0.0008430162427536924;0.0006742784722005915;0.0011354672953061279;0.0010343994095576951
